6458,A,Once,10/29/08 PS3,Multiplayer,Video/Graphic,"Once - Video/Graphic - Multiplayer: One client observed a flashing HUD, and sporadic screen tearing while in a Player Match with 14 users.","Summary: One client observed a flashing HUD, and sporadic screen tearing while in a Player Match with 14 users.

Steps to Reproduce:
1) User 1 creates a Default, Player Match.
2) Users 2-14 join User 1's match.
3) Users begin gameplay.
4) Once, a client observed their HUD was flashing, and the screen was tearing sporadically. (After the in-game countdown)

Expected Results: Users must not observe video/graphic corruptions.

NOTE(1): This issue occured after the countdown during the first round, and continued throughout the rest of the match.
NOTE(2): The screen tearing was small, but occured very frequently.",,39751,39751,,AMP QA (E)\PS3,,6. Dev - Open
6457,A,Twice,10/28/08 PS3,Multiplayer,Crash,"Twice - Crash - Multiplayer : During 14 player gameplay, one client soft locked on the round results screen with corrupt audio.","Summary:
During ranked or player match multiplayer gameplay with 14 players, one client soft locked on the round results screen with corrupt aduo.

Steps to Reproduce:
1) The host created a default player or ranked match
2) 13 clients join the match
3) Gameplay begins
4) On the first round results screen, one client soft locked on the round results screen with corrupt audio 

Expected Results:
The game must not soft lock on the round results screen during 14 player gameplay.

NOTE(1): The user will eventually recover and recieve the diconnected from host message. After selecting OK on the message, the client will recieve an infinite load screen when attempting to join a newly hosted match.",,39750,39751,,AMP QA (E)\PS3,,6. Dev - Open
6455,A,Frequently (50%-59%),10/28/08 PS3,Multiplayer,Crash,"Frequently - Crash - Multiplayer: When 14 Clients attempt to join simultaneously to a Host using a simulated connection speed of 1.544 mbps/256KBps, the Host crashes.","Summary:
In Multiplayer, when 14 Clients attempt to join simultaneously to a Host using a simulated connection speed of 1.544 mbps/256kbps, the Host crashes in the Game Lobby.

Steps to Reproduce:
1) Host using a simulated connection speed of 1.544 mbps/256KBps hosts a default Player Match
2) 14 Clients join the Host's game simultaneously 
3) Frequently the Host crashes in the Game Lobby

Expected Results:
Users must not crash.

NOTE: During this bug, the Host encounters severe lag when Client's are joining.
NOTE: Frequently some Clients encounter 45 second loading screens into the Game Lobby.
NOTE: Crash dump uploaded to the FTP under the following location: /Paintball/AMP QA Bug Captures and Dumps/Crash Dumps/PS3/Paintball_PS3_10.21.08_#6455
NOTE: 2 TTYs are attached .
NOTE: The throttled connection is set up using the NEW UI PC tool.",,39750,39750,,AMP QA (E)\PS3,,6. Dev - Open
6454,B,Once,10/28/08 PS3,Gameplay,Video/Graphic,Once - Video/Graphic - Gameplay: Camera clipped through the ground during Autosave after losing a Match.,"Summary:
Once - Gameplay: Camera clipped through the ground during Autosave after losing a Match.

Steps to Reproduce:
1) From the Main Menu, selected Career Mode,
2) Selected Tournament 16a - Millennium SPL Campaign Cup,
3) Lost a Preliminary Match,
4) Pressed the X Button to skip the Opponent's Flag run,
5) Observed Camera clip through the ground during Autosave.

Expected Results:
Camera must not clip through the ground.

NOTE(1): Screen shot attached.
NOTE(2): Similar to bug 6281.
NOTE(3): This problem may occur more often when losing a Match. If the User presses the X Button to skip the Opponent's run to grab the User's Team's Flag, the Camera will focus on the Flag Runner Opponent where that Opponent was positioned when the User pressed the X Button. This enables the final Camera view to be located absolutely anywhere on the course and increases the chances of the Camera being placed under the ground or inside of a bunker.",,39750,39751,,AMP QA (E)\PS3,,6. Dev - Open
6453,B,Always (100%),10/28/08 PS3,Gameplay,Options,"Options - If the user sets the Master Volume to 0, the live-action videos will still play at normal volume.","Summary:
If the user goes into Options, Audio, and sets the Master Volume to 0, it is noticed that the music in all of the live-action videos play at its normal volume. NOTE: this also includes the videos that play in Career Mode that play after the user completes a division.

1) On a new profile got to Options, Audio.
2) Set the Master Volume to 0.
3) Enter Career Mode for the first time.
4) Observe that the live-action introduction video of the professional paintball players has its normal music volume.

Expected Results:
The Master Volume that the user sets in Options must be reflected throughout all areas of the game.",,39750,39750,,AMP QA (E)\PS3,,6. Dev - Open
6452,B,Always (100%),10/28/08 PS3,Gameplay,Options,"Options - If the user sets the music volume to 0, the live-action videos will still play at normal volume.","Summary:
If the user goes into Options, Audio, and sets the Music Volume to 0, it is noticed that the music in all of the live-action videos play at its normal volume. NOTE: this also includes the videos that play in Career Mode that play after the user completes a division.

1) On a new profile got to Options, Audio.
2) Set the Music Volume to 0.
3) Enter Career Mode for the first time.
4) Observe that the live-action introduction video of the professional paintball players has normal music volume.

Expected Results:
The Music Volume that the user sets in Options must be reflected throughout all areas of the game.",,39750,39750,,AMP QA (E)\PS3,,6. Dev - Open
6451,A,Always (100%),10/28/08 PS3,Multiplayer,Crash,"Crash - Multiplayer: If the Host has a simulated PPPoE connection, and exits the game lobby, when the first of 10 Clients attempting to join the game enters the lobby, the Host observes their game crash on an empty game lobby.","Summary:
While in a Player Match, Game lobby, if the Host has a simulated PPPoE connection, and exits the game lobby, when the first of 10 Clients attempting to join the game enters the lobby, the Host observes their game crash on an empty game lobby.

Steps to Reproduce:
1) User 1 Hosts a default Player Match game lobby.
2) Users 2 - 11 navigate to a default Player Match Games List.
3) Users observe and highlight User 1's game.
4) Users join User 1's game consecutively (one after another).
5) Immediately after User 1 observes a Client enter the game lobby, User 1 presses the CIRCLE button to access the exit confirm screen and selects ""Yes"".
6) User 1 observes their game crash on a blank game lobby.

Expected Results:
User must not observe the game crash when exiting a game lobby.

Note: The PPPoE setting used for the Host, is set in the Network connection settings menu in the System software screen.
Note: This issue was reproduced during an at home test, the connection used during the at home test is the following: 6194kbps down / 753 up
Note: Console did not produce a full crash dump.
Note: TTY attached.
Note: Once, a client that attempted to join remained on a loading screen indefinetly.",,39750,39750,,AMP QA (E)\PS3,,6. Dev - Open
6450,B,Always (100%),10/28/08 PS3,Results,Scoring,Scoring - Results: Round Results show a single Survivor on the Losing Team in Elimination Matches.,"Summary:
Results: Round Results show a single Survivor on the Losing Team in Elimination Matches.

Steps to Reproduce:
1) Start any Elimination Match (either in Career Mode Tournaments, Quickplay, or in Exhibition) with more than one Round,
2) Complete a Round,
3) Observe the Results Screen shows a single Survivor on the Losing Team.

Expected Results:
The Results Screen must display the correct scores.

NOTE(1): This bug ONLY occurs on the Round Results Screen. The final Match Results Screen displays the correct number of Survivors.",,39750,39750,,AMP QA (E)\PS3,,6. Dev - Open
6449,B,Always (100%),10/28/08 PS3,Gameplay,Gameplay,"Gameplay - During gameplay, the window of opportunity to jump over a bunker is too short.","Summary:
During gameplay, if the user is running at a snake bunker, while holding down L1 to sprint, the prompt to press X button to jump appears and then disappears too quickly for the user to notice it and perform the jump. It becomes too difficult to anticipate when the prompt will appear so the user will run into the bunker instead of jumping over it.

Steps to Reproduce:
1) Enter gameplay in any speedball arena.
2) While sprinting, run toward a snake bunker.
3) Observe that the prompt to press X button to jump appears and then disappears too quickly for the user to see it and react to it.

Expected Results:
The user must be given enough time to see the prompt and react to it.",,39750,39751,,AMP QA (E)\PS3,,6. Dev - Open
6448,B,Twice,10/28/08 PS3,Field Creator,Gameplay,"Twice - Gameplay - Field Creator: When User entered fly mode in CPC French Open, camera was stuck and would not move around field","Summary: During gameplay, when User entered fly mode in Paris, France or CPC French Open in Field Creator, the camera would not move around the field and was stuck in place. 

Steps to Reproduce:
1) Selected Field Creator from Main Menu,
2) Selected CPC French Open,
3) Removed all bunkers,
4) Changed bunker color to yellow and black,
5) Placed several large Hamburger bunkers in top half of field,
6) Pressed Triangle to enter fly mode,
7) Observed that camera was stuck in place and L stick would not move camera around field. 

Expected Results: Camera must not be stuck during fly mode. 

Note: Video footage is Available on the FTP. 

Note: This also happened in Nurburgring, Germany with different bunker set up and color scheme.",,39750,39750,,AMP QA (E)\PS3,,6. Dev - Open
6447,A,Occasionally (20%-29%),10/28/08 PS3,Exhibition,Gameplay,Occasionally - Gamplay - Exhibition (Custom Field): Enemy NPC becomes stuck on bunker when attempting to return the flag.,"Summary:
Occasionally, during gameplay on a custom field, when an enemy NPC has the flag and moved back to the NPCs flag station the NPC will became stuck and be unable to return the flag.

Steps to Reproduce:
1) Load save with custom field or create the field from the layout photo attached,
2) Enter the custom field in a 1v1 capture the flag match,
3) Observe that when the enemy NPC is returning the flag it will become stuck on the bunker closest to its teams flag station, after moving toward the center of the filed from the bunker restricted zone.

Expected Results:
Enemy NPCs must not become stuck on bunkers when returning the flag.",,39750,39750,,AMP QA (E)\PS3,,6. Dev - Open
6443,B,Occasionally (20%-29%),10/28/08 PS3,Breakout Planner,Video/Graphic,Occasionally - Video/Graphic - Career Mode - Breakout Planner: The camera view appears to be overlooking a flag station for a brief moment,"Summary: 
Occasionally, during Career Mode, before the Breakout Planner, the camera view appears to be overlooking a flag station for a brief moment before entering into the Breakout Planner

Steps to Reproduce:
1) Entered Career Mode
2) Proceed through the tournaments and into the Breakout Planner
3) Occasionally, observed that the camera view appears to be overlooking a flag station for a brief moment before entering into the Breakout Planner

Expected Results:
The camera view must transition smoothly from the loading screen to the Breakout Planner",,39750,39750,,AMP QA (E)\PS3,,6. Dev - Open
6442,B,Always (100%),10/28/08 PS3,Tournament 26 - NPPL Commanders Cup,Video/Graphic,Video/Graphic - NPPL Commanders Cup: There is no final FMV after completing the tournament,"Summary: 
During Career Mode, NPPL Commanders Cup, there is no final FMV after completing the tournament

Steps to Reproduce:
1) Enter Career Mode, in NPPL Commanders Cup
2) Complete the tournament
3) Observe that there is no final FMV for completing the career mode

Expected Results:
FMV must play after completing the career mode","[Kyle Kleven (AMP QA Lead) -- 10/30/2008 03:25:53 AM]
Still occurs in 10/29/08 PS3 build.",39750,39751,,AMP QA (E)\PS3,,6. Dev - Open
6437,B,Always (100%),10/26/08 PS3,Multiplayer,Technical Check,"Technical Check - Multiplayer: The Ranked Match Game Lobby restrictive text appears for the Client within a Player Match Game Lobby, when that Client accepts an invite from the Play Online menu after backing out of the Ranked Match menu system.","Summary:
If the Client receives a game invite from a Player Match game and proceeds to navigate anywhere within the Ranked Match menu system, returns to the Play Online menu, and then accepts the game invite into the Player Match, the Client observes that the Ranked Match Game Lobby text will appear within that Player Match Game Lobby.

Steps to Reproduce:
1) User 1 and User 2 are PlayStation Network friends.
2) From the Main menu, User 1 (HOST) hosts a Multiplayer, PlayStation Network, Player Match game with any settings.
3) From the Main menu, User 2 (CLIENT) navigates to the Play Online menu.
4) Within their game lobby, User 1 presses the ""TRIANGLE"" button to bring up the Friends screen.
5) User 1 proceeds to invite User 2 to their game.
6) Within the Play Online menu, User 2 observes the game invite.
7) User 2 selects Ranked Match, there-by entering the Ranked Match menu system.
8) User 2 then presses the ""CIRCLE"" (Back) button once to return to the Play Online menu.
9) User 2 presses the ""SQUARE"" button to bring up the Messages XMB screen, and accepts User 1's game invite.
10) User 2 enters User 1's game lobby.
11) User 2 observes the Ranked Match Game Lobby texts, ""Waiting for X More Players"" and ""The game cannot start with uneven teams"", appear within User 1's Player Match Game Lobby.

Expected Results:
Ranked Match Game Lobby text must not appear within Player Match Game Lobbies.

NOTE: This only occurs through invites. If the Client was to join the game via the Games List, this bug does not occur.",,39749,39750,,AMP QA (E)\PS3,,6. Dev - Open
6436,B,Always (100%),10/22/08 X360,Gameplay,Video/Graphic,Video/Graphic - Multiplayer: The camera shakes when the User's character slides.,"Summary:
During gameplay in any Multiplayer mode, if the User's is moving, ""Press (A) to slide"" appears, if the User slides the camera shakes. 

Steps to Reproduce:
1) From Main Menu, select Multiplayer.
2) Select any mode of play.
3) Select and enter gameplay in any level.
4) During gameplay, move the User's player forward, press the (A) button to make the player slide.
5) Observes the User's camera shakes.

Expected Results:
The screen must not shake when the User is sliding.",,39749,39749,,AMP QA (E)\Xbox 360,,6. Dev - Open
6435,B,Always (100%),10/22/08 X360,Gameplay,Video/Graphic,Video/Graphic - Multiplayer: The camera shakes when the User's character jump over a bunker.,"Summary:
During gameplay in any Multiplayer mode, if the User's position the player near a short bunker, ""Press (A) to Jump"" appears, if the User jump over the bunker the camera shakes. 

Steps to Reproduce:
1) From Main Menu, select Multiplayer.
2) Select any mode of play.
3) Select and enter gameplay in any level.
4) During gameplay, position the player near a short bunker, press the (A) button to make the player jump over the bunker.
5) Observes the User's camera shakes.

Expected Results:
The screen must not shake when the User is jumping over a bunker.",,39749,39749,,AMP QA (E)\Xbox 360,,6. Dev - Open
6434,B,Always (100%),10/26/08 PS3,Gameplay,Gameplay,"Gameplay - In gameplay, if the user is running up against a wall, the prompt to perform a dive appears, but the user cannot actually perform the dive.","Summary:
In gameplay, if the user is running up against a wall, the prompt to perform a dive appears, but the user cannot actually perform the dive.

Steps to Reproduce:
1) Enter gameplay in any arena.
2) Using a sprint, run up against the border of the arena, or in Woodsball, run up against a wooden wall.
3) User observes that the prompt to press X for a dive appears.
4) Press X button as prompted.
5) Observe that the user's character does not dive despite the prompt appearing on the screen.

Expected Results:
The prompt to perform a dive must not appear on screen if the user in fact cannot perform a dive.",,39749,39749,,AMP QA (E)\PS3,,6. Dev - Open
6432,B,Always (100%),10/22/08 X360,Multiplayer,Technical Check,Technical Check - Multiplayer: Equipment goes back to default after the match is over.,"Summary:
During gameplay, if the User selects custom equipment from the lobby and finishes the match the custom equipment does not carry over to the next match.

Steps to Reproduce:
1) From the Main Menu, select Multiplayer,
2) Select Xbox LIVE, 
3) Select Ranked Match,
4) Create a game,
5) Select custom equipment,
6) At the end of the Match, quit and select a new match,
7) Observe the custom equipment selected does not carry over to the next match. 

Expected Results:
All settings must save between Xbox LIVE matches.",,39749,39749,,AMP QA (E)\Xbox 360,,6. Dev - Open
6431,C,Always (100%),10/22/08 X360,Multiplayer,Menu/GUI,Menu/GUI - Multiplayer: The controls for adding and removing bots are not display in the game lobby,"Summary: If the User joins a game lobby, the user can press the LB or RB (left or right bumper) buttons to add bots to the lobby, the user can press left and right triggers to remove the bots, no graphic or information is displayed informing the user of this in the game lobby.

Steps to Reproduce:
1) User 1 creates a default Player Match game lobby.
2) Observe no graphic or information, informing the user about the ability to add and remove of bots from the game is displayed 

Expected Results: Adding and removing bots controls must be displayed in the mutiplayer game lobby.

Note: This issue also occurs in Local Network.",,39749,39749,,AMP QA (E)\Xbox 360,,6. Dev - Open
6430,S,Always (100%),10/22/08 X360,Leaderboards,Technical Check,Technical Check - Leaderboards: The Career Team Efficiency Leaderboard does not function,"Summary:
The Career Team Efficiency Leaderboard does not function

Steps to Reproduce:
1) From the Xbox LIVE Menu, with a Xbox LIVE enabled Gamer Profile signed in.
2) The Player selects Leaderboards.
3) The Leaderboards Menu appears.
4) The Player selects Career Team Efficiency, and no scores are listed. 

Expected Results:
The Career Team Efficiency Leaderboard must be properly updated with Career stats.",,39749,39749,,AMP QA (E)\Xbox 360,,6. Dev - Open
6428,B,Always (100%),10/22/08 X360,Gameplay,Video/Graphic,Video/Graphic - Gameplay: The framerate drops when the cheat meter appears after the Users Character is hit by a paintball.,"Summary:
During gameplay, any game mode, any level, the User observe the framerate drops to less than 30 frames per second when the cheat meter appears after the Users Character is hit by a paintball.

Steps to Reproduce:
1) From the Main Menu, select any Game Mode,
2) Select any level,
3) From the initial match start get hit by a paintball from the other team,
4) Observe the framerate drops to less than 30 frames per second when the cheat meter appears.

Expected Results:
The framerate must not drop below 30 frames per second.",,39749,39749,,AMP QA (E)\Xbox 360,,6. Dev - Open
6425,B,Occasionally (20%-29%),10/22/08 X360,Gameplay,Collision Detection,Occasionally - Collision Detection - Gameplay:The fly-by camera clips into the User's Character.,"Summary:
Occasionally, during gameplay, in any level, the User observes that the fly-by camera clips through the User's Character at the end of the match when the User wins the match.

Steps to Reproduce:
1) From the Main Menu, select any Game Mode,
2) Select any level,
3) Win the match,
4) Observe, occasionally the flyby camera clips through the User's Character at the end of the match. 


Expected Results:
The fly-by camera must not clip through objects.",,39749,39749,,AMP QA (E)\Xbox 360,,6. Dev - Open
6410,S,Always (100%),10/22/08 X360,Multiplayer,1st Party Standards,"TCR 029 - Multiplayer System Link: When the Player disconnects the Ethernet cable during the loading screen, the Player receives 2 disconnect messages","Summary:
In Multiplayer System Link, when the Player disconnects the Ethernet cable from the back of the Xbox 360 console during the loading screen into the match, the Player is given two disconnect messages.

Steps to Reproduce:
1) From the Multiplayer System Link Menu,
2) The Player selects Create Game.
3) The Player creates a default match.
4) The Match Lobby appears.
5) The Player presses the RB (Add Bots) button to add 1 bot.
6) The Player presses A (start) button to Start the match.
7) The loading screen appears.
8) The Player disconnects the Ethernet cable from the back of the Xbox 360 console.
9) The Player receives the ""Disconnected From System Link"" message.
10) A loading screen appears.
11) The Player receives the ""Disconnected From System Link"" message again.

Expected Results:
The Player must not receive the Disconnect message more than once.

When an error prevents a game from performing a task dictated by the player or expected under normal gameplay, the game must display a user-friendly message that addresses the error. The game must transparently handle software errors that are not relevant to gameplay. This is a violation of TCR 029.",,39748,39749,,AMP QA (E)\Xbox 360,,6. Dev - Open
6409,A,Always (100%),10/22/08 X360,Career Mode,Gameplay,"Gameplay - Career Mode: If the User quits out of Dynasty training mode, enter the Tournament mode and Pauses the match, the training menu will display with the name of the Users last training exercise.","Summary: Gameplay, Single Player, Career Mode, if the User quits out of Dynasty training mode, enter the Tournament mode and Pauses the match, the training menu will display with the name of the Users last training exercise.

Steps to Reproduce:
1) From the Main Menu, select Career mode and Dynasty Training Drills.
2) Engage any type and stage of training.
3) Before the stage ends Pause the game and select the exit option.
4) Back out to the main selection screen for Career mode and select Play Tournament.
5) Select any Tournament, engage gameplay, and at any point in the match press the Pause button.
7) Observe the Pause menu is that of the Training Menu and has the heading of the last exited Training exercise. 

Expected Results: The Pause Menu must display the proper menu for Tournament.

A crash dump of the bug is included in the ftp.

A picture of the bug is included.

Note(1) - If the User selects the Restart option in the match it will restart with no other players on the field and the User unable to move or fire.

Note(2) - If the User selects the Restart option in the breakout manger the game will crash.",,39748,39748,,AMP QA (E)\Xbox 360,,6. Dev - Open
6407,B,Always (100%),10/22/08 X360,Gameplay,Gameplay,Gameplay - Gameplay: User is able to press START and accept the size of the team even though there is not enough or too many players on the field in the team manager between rounds.,"Summary:
During gameplay, any tournament where the User is able to switch out team mates between rounds, during the team manager, if the User benches all players, observe that the user is able to press the START button and continue into gameplay.

Steps to Reproduce:
1) With a full roster of players (9 players plus user's character) start any tournament (Charlotte, North Carolina)
2) Proceed to the quarter or semi finals
3) Complete the first round
4) Between the rounds, the team manager appears
5) Have all team mates either benched or in play
6) Observe that the User is able to press START and continue into gameplay

Expected Results:
The user must not be able to continue into gameplay without having the correct number of players in play.

NOTE(1): May be related to bug 5520",,39748,39749,,AMP QA (E)\Xbox 360,,6. Dev - Open
6406,C,Always (100%),10/22/08 X360,"Speedball - Tronto, Ontario",Video/Graphic,"Video/Graphic - Speedball - Toronto, Ontario: A group of audience members appears to be floating","Summary:
During gameplay, in Toronto, Ontario, a section of audience members appears to be floating above the ground on the left side of the map.

Steps to Reproduce:
1) From the Main Menu, select Quick Play,
2) Select Toronto, Ontario,
3) When gameplay begins, run over to the left side of the field (towards the gray scoreboard,)
4) Once in front of the scoreboard, turn to the right and move forward, all the while keeping the mesh netting on the character's immediate left,
5) Pass to the right of two groups of audience members,
6) Stop next to the second group and turn to the left,
7) Observe that this group of audience members appears to be floating above the ground.

Expected Results:
All audience members must appear properly.

NOTE(1): Screenshot attached.",,39748,39749,,AMP QA (E)\Xbox 360,,6. Dev - Open
6405,B,Always (100%),10/22/08 X360,Multiplayer,Menu/GUI,Menu/GUI - Menu System - Multiplayer: The Player is unable to select Speedball Marker gear after exiting the Match Lobby of a Woodsball Match.,"Summary:
The Player is unable to select Speedball Marker gear after exiting the Match Lobby of a Woodsball Match.

Steps to Reproduce:
1) From the Multiplayer Menu,
2) The Player selects Player Match.
3) The Player creates a Woodsball match, any level.
4) The Player enters the Match Lobby.
5) The Player presses the LB (Your Gear) button.
6) The Player selects a Woodsball Marker.
7) The Hopper, Barrel, and Air Tank become unselectable.
8) The Player presses the B (back) button to exit.
9) The Player then creates a default Speedball Match.
10) The Player enters the Match Lobby.
11) The Player presses the LB (Your Gear) button.
12) The Hopper, Barrel, and Air tank remain unselectable.

Expected Results:
When a Player creates a Speedball match, the proper equipment must be selectable.

Notes:
1) If the Player selects another Speedball Marker, the equipment becomes selectable again.",,39748,39748,,AMP QA (E)\Xbox 360,,6. Dev - Open
